ID,Date House was Sold,Sale Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),Lot Area (in Sqft),No of Floors,Waterfront View,No of Times Visited,Condition of the House,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Renovated Year,Zipcode,Latitude,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft)
8651430210,15 March 2016,217000.0,3,1.0,870.0,5200.0,1.0,No,None,Excellent,6,870.0,0,49,0,98042.0,47.3701,-122.07799999999999,1020.0,5200
126059019,15 March 2016,799000.0,4,2.5,3170.0,94855.0,1.0,No,None,Good,9,1910.0,1260,40,0,98072.0,47.7648,-122.11200000000001,2590.0,65340
2599700040,14 December 2017,160000.0,4,1.0,1540.0,7350.0,1.0,No,None,Good,6,770.0,770,49,0,98023.0,47.3318,-122.34,910.0,8000
9512501400,14 September 2017,447000.0,3,1.0,1270.0,8800.0,1.0,No,None,Fair,7,1270.0,0,50,0,98052.0,47.6703,-122.15,1560.0,8250
9169600043,15 April 2016,765000.0,3,1.75,2190.0,6450.0,1.0,No,None,Fair,8,1480.0,710,61,0,98136.0,47.5284,-122.391,2190.0,6450
4139900210,14 June 2017,1129575.0,4,3.5,4410.0,36200.0,2.0,No,None,Fair,10,4410.0,0,29,0,98006.0,47.5487,-122.126,4760.0,35860
9558010090,14 August 2017,445000.0,4,2.5,2790.0,8111.0,2.0,No,None,Fair,9,2480.0,310,14,0,98058.0,47.4492,-122.116,2550.0,7634
8101900100,15 March 2016,310000.0,3,1.0,1510.0,6000.0,1.0,No,None,Fair,8,1170.0,340,65,0,98118.0,47.5168,-122.285,1125.0,6000
5592900205,15 April 2016,380000.0,2,1.75,1800.0,7191.0,1.0,No,Thrice,Good,7,990.0,810,66,0,98056.0,47.4828,-122.191,1940.0,7400
1624049228,14 November 2017,325000.0,4,1.0,2410.0,6975.0,1.0,No,None,Fair,7,1510.0,900,61,0,98108.0,47.5692,-122.295,1880.0,6255
2473410360,14 June 2017,345000.0,4,2.75,2250.0,7412.0,1.0,No,None,Good,8,1480.0,770,43,0,98058.0,47.4449,-122.12899999999999,2070.0,7632
7750500120,14 November 2017,300000.0,3,1.0,950.0,4760.0,1.5,No,None,Fair,6,950.0,0,89,0,98106.0,47.5236,-122.348,1080.0,4760
1630700361,14 June 2017,530000.0,4,1.75,2860.0,48351.0,1.0,No,None,Fair,8,1710.0,1150,40,0,98077.0,47.7605,-122.085,2460.0,43560
1630700361,15 April 2016,583500.0,4,1.75,2860.0,48351.0,1.0,No,None,Fair,8,1710.0,1150,40,0,98077.0,47.7605,-122.085,2460.0,43560
4025300210,15 February 2016,410000.0,2,1.0,1560.0,10125.0,1.0,No,None,Good,7,1130.0,430,64,0,98155.0,47.7488,-122.304,1680.0,10125
2922701175,14 September 2017,535000.0,2,1.5,1940.0,5700.0,1.0,No,None,Fair,7,970.0,970,81,0,98117.0,47.6881,-122.367,1250.0,5700
7352200450,15 January 2016,1129575.0,4,3.25,3580.0,19989.0,1.5,Yes,Four,Good,7,3480.0,100,103,1965,98125.0,47.7087,-122.27600000000001,2410.0,6389
9320990120,14 July 2017,345000.0,4,2.5,2040.0,5523.0,2.0,No,None,Fair,7,2040.0,0,19,0,98148.0,47.431999999999995,-122.32799999999999,1720.0,6646
1238500281,15 April 2016,539000.0,5,1.0,1700.0,11727.0,1.5,No,None,Good,7,1700.0,0,64,0,98033.0,47.68600000000001,-122.17200000000001,1740.0,8212
1951800580,14 October 2017,590000.0,4,2.5,3700.0,12500.0,1.0,No,None,Excellent,8,1920.0,1780,45,0,98006.0,47.5403,-122.16799999999999,2020.0,8350
3530430100,14 August 2017,187000.0,2,1.75,1050.0,2926.0,1.0,No,None,Good,8,1050.0,0,44,0,98198.0,47.3811,-122.31700000000001,1150.0,3802
1623059092,14 May 2017,270000.0,3,2.0,1690.0,9583.0,1.0,No,None,Good,7,1690.0,0,49,0,98059.0,47.4825,-122.164,1690.0,9583
7177300735,15 March 2016,546000.0,2,1.0,1120.0,6180.0,1.0,No,None,Good,7,1120.0,0,79,0,98115.0,47.6824,-122.301,1420.0,5356
1525039057,14 July 2017,520000.0,3,1.75,1490.0,1036.0,2.0,No,None,Fair,10,1090.0,400,10,0,98199.0,47.6588,-122.40299999999999,1460.0,1206
5393601635,14 December 2017,515000.0,5,2.0,2220.0,6000.0,1.5,No,None,Good,7,1390.0,830,93,0,98144.0,47.5822,-122.295,1600.0,6000
4217401240,14 July 2017,990000.0,3,2.5,2160.0,6000.0,1.5,No,None,Good,8,1880.0,280,79,0,98105.0,47.6582,-122.28,2300.0,6000
3438501450,15 May 2016,382000.0,2,1.0,870.0,10492.0,1.0,No,None,Fair,7,870.0,0,81,0,98106.0,47.5467,-122.365,1300.0,7987
1872900065,15 April 2016,1129575.0,3,1.75,1900.0,13600.0,1.0,No,None,Good,8,1900.0,0,62,0,98004.0,47.6163,-122.219,2510.0,16600
9285800180,14 June 2017,900000.0,4,3.5,3370.0,5000.0,2.0,No,Twice,Fair,8,2470.0,900,10,0,98126.0,47.5714,-122.38,1820.0,5000
4322200220,15 April 2016,675000.0,3,2.75,3370.0,5350.0,1.5,No,Once,Good,7,2310.0,1060,108,0,98136.0,47.5373,-122.39,1720.0,5618
1819800042,14 November 2017,460000.0,2,1.0,880.0,3300.0,1.0,No,None,Good,7,880.0,0,109,0,98107.0,47.6566,-122.36,1960.0,5500
2946001675,14 June 2017,234000.0,2,1.0,940.0,5375.0,1.0,No,None,Good,5,940.0,0,66,0,98198.0,47.4206,-122.324,1200.0,7500
1138010530,15 April 2016,399000.0,3,1.0,1340.0,7191.0,1.0,No,None,Fair,7,1340.0,0,44,0,98034.0,47.7148,-122.212,1340.0,7215
7763400035,15 April 2016,253500.0,3,1.5,1440.0,12040.0,1.0,No,None,Good,7,1440.0,0,59,0,98042.0,47.3715,-122.16,1720.0,12040
925059107,14 August 2017,475000.0,3,1.5,1750.0,12632.0,1.0,No,None,Good,7,1750.0,0,66,0,98033.0,47.6736,-122.176,1740.0,12196
1112000100,15 March 2016,740000.0,5,3.5,3990.0,5000.0,2.0,No,None,Fair,8,2910.0,1080,14,0,98118.0,47.54,-122.27,1310.0,5000
7010700936,14 June 2017,799000.0,3,2.5,2860.0,4442.0,2.0,No,None,Fair,8,2860.0,0,18,0,98199.0,47.661,-122.396,1440.0,4400
9558010300,15 April 2016,390000.0,4,2.5,1940.0,3864.0,2.0,No,None,Fair,8,1940.0,0,15,0,98058.0,47.4507,-122.12,1900.0,3864
7304301010,14 September 2017,421000.0,2,1.5,1400.0,11245.0,1.0,No,None,Excellent,7,1400.0,0,71,0,98155.0,47.7469,-122.321,1220.0,11241
2329800110,15 January 2016,296500.0,3,2.5,1770.0,6033.0,2.0,No,None,Good,7,1770.0,0,31,0,98042.0,47.3764,-122.119,1590.0,6510
8712100530,14 August 2017,895000.0,4,2.0,1710.0,4178.0,1.5,No,None,Good,8,1710.0,0,92,0,98112.0,47.6373,-122.3,1760.0,4178
3814800300,14 August 2017,386000.0,4,2.5,2810.0,11897.0,2.0,No,None,Fair,8,2810.0,0,15,0,98092.0,47.3251,-122.186,1770.0,4240
4022300035,14 October 2017,424000.0,3,1.0,1580.0,13912.0,1.0,No,None,Good,8,1580.0,0,63,0,98155.0,47.7552,-122.27600000000001,2130.0,16420
6021503840,14 June 2017,749000.0,3,1.0,1580.0,5000.0,1.5,No,None,Fair,7,1580.0,0,92,0,98117.0,47.684,-122.38600000000001,1280.0,4000
5210200081,14 November 2017,523000.0,3,1.0,1440.0,8681.0,1.5,No,None,Fair,7,1440.0,0,81,0,98115.0,47.6976,-122.28299999999999,1700.0,7770
821049123,14 October 2017,389000.0,4,2.5,2420.0,9147.0,2.0,No,None,Fair,10,2420.0,0,20,0,98003.0,47.3221,-122.322,1400.0,7200
6929600945,14 August 2017,270000.0,4,1.5,1930.0,15000.0,1.0,No,None,Excellent,7,1930.0,0,72,0,98198.0,47.3864,-122.31200000000001,1620.0,7500
5229300027,14 September 2017,275000.0,3,1.0,1190.0,27215.0,1.0,No,None,Excellent,7,1190.0,0,75,1989,98059.0,47.4978,-122.115,1450.0,56628
2214800730,14 September 2017,287500.0,4,2.5,2240.0,6944.0,1.0,No,Twice,Fair,7,1310.0,930,39,0,98001.0,47.338,-122.258,1780.0,7477
3521059124,14 September 2017,345000.0,2,2.5,2550.0,216344.0,2.5,No,None,Fair,7,2550.0,0,25,0,98092.0,47.2584,-122.124,1750.0,289978
1931300850,14 May 2017,427000.0,2,1.0,920.0,3780.0,1.0,No,None,Fair,6,920.0,0,108,0,98103.0,47.6576,-122.348,1570.0,2640
2206500110,14 September 2017,508450.0,4,1.75,1520.0,9600.0,1.0,No,None,Good,7,1000.0,520,63,0,98006.0,47.5763,-122.154,1510.0,9000
3856903515,14 December 2017,705000.0,3,2.0,1460.0,6250.0,1.5,No,None,Good,7,1460.0,0,106,0,98103.0,47.6693,-122.333,1690.0,4750
5561401530,14 October 2017,550000.0,1,1.5,1900.0,40600.0,1.5,No,None,Excellent,9,1450.0,450,41,0,98027.0,47.4718,-122.009,2920.0,40427
2206900065,15 May 2016,380000.0,3,1.5,1430.0,11173.0,1.0,No,None,Bad,7,1430.0,0,63,0,98006.0,47.5734,-122.15299999999999,1520.0,11659
7852090820,14 July 2017,539900.0,3,2.5,2500.0,4203.0,2.0,No,None,Fair,8,2500.0,0,17,0,98065.0,47.5346,-121.875,2460.0,4798
2354300915,14 September 2017,330000.0,2,1.0,720.0,7250.0,1.0,No,None,Fair,5,720.0,0,75,0,98027.0,47.5267,-122.03200000000001,1760.0,7250
9214400120,14 June 2017,455000.0,2,1.0,1140.0,5720.0,1.0,No,None,Fair,7,850.0,290,71,0,98115.0,47.6827,-122.29799999999999,1410.0,5832
7298050090,14 October 2017,510000.0,4,4.0,3530.0,10935.0,2.0,No,None,Fair,10,3530.0,0,26,0,98023.0,47.3016,-122.34200000000001,3360.0,11250
1323059098,15 April 2016,315000.0,3,2.0,1220.0,14645.0,1.0,No,None,Fair,6,1220.0,0,48,0,98059.0,47.4842,-122.117,1980.0,24960
7345000120,14 June 2017,206000.0,3,1.0,1320.0,7000.0,1.0,No,None,Good,7,1320.0,0,51,0,98002.0,47.2787,-122.205,1260.0,7455
8563050110,14 May 2017,592500.0,4,3.0,2170.0,8240.0,1.0,No,None,Good,8,1370.0,800,50,0,98052.0,47.6291,-122.09299999999999,2020.0,7944
3754010040,14 October 2017,744000.0,3,2.5,2020.0,7512.0,2.0,No,None,Good,8,2020.0,0,37,0,98033.0,47.6927,-122.206,2410.0,8500
8944320100,14 October 2017,334500.0,3,2.5,1990.0,3694.0,2.0,No,None,Fair,8,1990.0,0,29,0,98042.0,47.3872,-122.154,2110.0,3842
6788201781,14 June 2017,886000.0,4,2.0,2660.0,3900.0,1.5,No,None,Good,7,1480.0,1180,95,0,98112.0,47.6398,-122.306,2350.0,3900
1036400100,14 October 2017,600000.0,4,2.5,2360.0,13500.0,1.0,No,None,Good,8,1780.0,580,45,0,98052.0,47.6315,-122.103,2780.0,12400
323089085,15 April 2016,850000.0,3,2.0,2740.0,101930.0,1.0,No,Twice,Fair,9,2740.0,0,19,0,98045.0,47.5056,-121.77,2140.0,83635
7905200365,15 April 2016,550000.0,3,1.75,1360.0,5850.0,1.0,No,None,Good,7,1000.0,360,80,0,98116.0,47.5711,-122.391,1540.0,5850
2420069268,14 August 2017,184900.0,2,1.0,1230.0,5000.0,1.0,No,None,Excellent,6,1230.0,0,107,0,98022.0,47.2064,-121.988,1230.0,5413
7957600025,14 May 2017,245000.0,3,1.5,1260.0,7964.0,1.0,No,None,Good,7,1260.0,0,63,0,98148.0,47.4307,-122.334,1510.0,8776
1338600090,14 September 2017,370000.0,2,1.0,1040.0,4172.0,1.0,No,None,Fair,7,1040.0,0,72,0,98112.0,47.6308,-122.302,3120.0,4800
5255690100,15 April 2016,480000.0,4,2.5,2700.0,9700.0,1.0,No,None,Fair,8,1670.0,1030,40,0,98011.0,47.7752,-122.198,2470.0,9228
1646500365,14 November 2017,579000.0,3,1.75,1800.0,4429.0,2.0,No,None,Good,7,1800.0,0,112,0,98103.0,47.6842,-122.35700000000001,1310.0,4429
2645500021,14 October 2017,339275.0,3,1.5,1590.0,7260.0,1.0,No,None,Fair,7,1080.0,510,54,0,98133.0,47.7753,-122.353,1590.0,7594
2220069003,15 February 2016,425000.0,3,2.75,1360.0,542322.0,1.0,No,Twice,Good,7,1140.0,220,63,0,98022.0,47.2069,-122.024,1700.0,60548
2123049498,15 January 2016,170000.0,3,1.75,1370.0,10780.0,1.0,No,None,Fair,7,1370.0,0,59,0,98168.0,47.4727,-122.29799999999999,1370.0,10317
4139450360,14 May 2017,950000.0,4,2.5,3320.0,7644.0,2.0,No,None,Fair,10,3320.0,0,23,0,98006.0,47.5541,-122.10600000000001,3320.0,9472
2600100300,14 September 2017,623000.0,4,2.5,2980.0,9235.0,1.0,No,None,Good,8,1690.0,1290,41,0,98006.0,47.5513,-122.162,2690.0,10046
2767600150,14 May 2017,477000.0,3,2.5,1350.0,2053.0,3.0,No,None,Fair,8,1350.0,0,13,0,98117.0,47.6758,-122.38600000000001,1350.0,4150
1771000970,14 October 2017,330000.0,3,1.0,1160.0,9600.0,1.0,No,None,Good,7,1160.0,0,51,0,98077.0,47.7419,-122.073,1160.0,9730
7960100120,14 June 2017,600000.0,3,2.25,1480.0,5400.0,2.0,No,None,Good,8,1480.0,0,104,0,98122.0,47.6095,-122.296,1280.0,3600
424049039,14 July 2017,570000.0,3,2.0,1640.0,2808.0,1.0,No,Thrice,Good,7,820.0,820,94,0,98144.0,47.5945,-122.291,2270.0,5328
7853220970,14 May 2017,515000.0,4,2.5,2680.0,7178.0,2.0,No,None,Fair,8,2680.0,0,14,0,98065.0,47.5325,-121.85600000000001,2540.0,7133
439000230,15 April 2016,805000.0,4,2.25,2440.0,9889.0,1.0,No,None,Fair,7,1540.0,900,66,0,98115.0,47.6932,-122.3,1710.0,6284
9406510040,15 February 2016,555000.0,4,2.5,2920.0,24074.0,2.0,No,None,Fair,9,2920.0,0,21,0,98038.0,47.381,-122.056,2760.0,26023
7697850360,15 February 2016,245000.0,3,2.25,1780.0,9598.0,2.0,No,None,Good,7,1780.0,0,33,0,98030.0,47.3718,-122.182,1820.0,7533
2923500750,14 July 2017,638150.0,4,2.5,2170.0,7275.0,1.0,No,None,Fair,8,1820.0,350,40,0,98027.0,47.5672,-122.09,2390.0,7275
3024059057,15 May 2016,1129575.0,4,4.5,5550.0,16065.0,2.0,No,None,Fair,9,3880.0,1670,15,0,98040.0,47.5455,-122.214,3470.0,16488
322059095,14 August 2017,269950.0,4,2.5,2060.0,13500.0,1.0,No,None,Fair,7,1260.0,800,50,0,98042.0,47.4229,-122.15299999999999,1610.0,10714
8651400580,14 September 2017,195000.0,3,1.5,1050.0,5525.0,1.0,No,None,Excellent,6,1050.0,0,49,0,98042.0,47.3608,-122.083,1100.0,5200
7812800855,15 March 2016,159100.0,2,1.0,790.0,7095.0,1.0,No,None,Fair,6,790.0,0,74,0,98178.0,47.4928,-122.23899999999999,1150.0,7200
4151800265,15 March 2016,550000.0,3,1.0,1010.0,6120.0,1.0,No,None,Fair,6,1010.0,0,76,0,98033.0,47.6648,-122.204,1260.0,5977
1005000062,14 August 2017,299000.0,2,1.0,1040.0,4600.0,1.0,No,None,Good,6,1040.0,0,68,0,98118.0,47.5387,-122.277,1390.0,5897
9528105305,15 January 2016,1129575.0,4,3.5,3130.0,4500.0,2.0,No,None,Fair,9,2060.0,1070,4,0,98103.0,47.677,-122.33,1500.0,4500
7225000215,15 April 2016,249500.0,2,1.0,900.0,4500.0,1.0,No,None,Fair,6,900.0,0,67,0,98055.0,47.4881,-122.204,860.0,4500
5605000215,15 February 2016,700000.0,4,1.0,1470.0,5450.0,1.5,No,None,Fair,7,1470.0,0,100,0,98112.0,47.6458,-122.306,2160.0,5450
1922059401,14 July 2017,275000.0,4,1.0,1080.0,26114.0,1.5,No,None,Excellent,5,1080.0,0,118,0,98030.0,47.3834,-122.215,1720.0,20360
3824100286,15 March 2016,565000.0,3,2.25,2440.0,8378.0,1.0,No,None,Fair,7,1480.0,960,56,0,98028.0,47.7705,-122.26,2510.0,9602
1226039058,15 May 2016,425000.0,4,1.75,2520.0,11017.0,1.0,No,None,Good,7,1320.0,1200,62,0,98133.0,47.7604,-122.35600000000001,1660.0,8775
2770605175,15 February 2016,620047.0,4,1.75,1760.0,6000.0,1.0,No,None,Fair,7,880.0,880,72,0,98119.0,47.6508,-122.37299999999999,2040.0,6000
6791200120,14 September 2017,480000.0,3,2.25,1820.0,13362.0,1.0,No,None,Fair,8,1220.0,600,41,0,98075.0,47.5898,-122.052,2050.0,15000
6791200120,15 April 2016,515000.0,3,2.25,1820.0,13362.0,1.0,No,None,Fair,8,1220.0,600,41,0,98075.0,47.5898,-122.052,2050.0,15000
4137010590,14 May 2017,420000.0,4,2.5,3040.0,24123.0,2.0,No,None,Fair,8,3040.0,0,19,0,98092.0,47.2667,-122.21600000000001,2420.0,10026
5495200040,15 January 2016,610000.0,5,3.25,3490.0,23400.0,1.0,No,None,Good,8,1890.0,1600,61,0,98006.0,47.5701,-122.124,2660.0,12400
868000175,14 October 2017,849000.0,4,1.5,2440.0,8040.0,1.0,No,None,Good,8,1440.0,1000,68,0,98177.0,47.7081,-122.374,2140.0,7920
8820902549,14 November 2017,718000.0,3,1.75,2280.0,3446.0,2.0,No,None,Fair,8,2280.0,0,69,1991,98125.0,47.715,-122.28200000000001,1610.0,6670
8731980040,14 May 2017,295000.0,3,2.25,1980.0,8000.0,1.0,No,None,Good,9,1560.0,420,44,0,98023.0,47.3149,-122.37799999999999,2360.0,8000
3096000040,15 April 2016,871000.0,5,1.75,2360.0,6150.0,1.0,No,None,Excellent,7,1180.0,1180,78,0,98107.0,47.6732,-122.4,2100.0,5500
4058800215,14 May 2017,430000.0,3,3.75,3890.0,7140.0,1.0,No,Twice,Fair,8,2390.0,1500,75,2007,98178.0,47.5073,-122.23899999999999,1820.0,7320
3579800405,14 August 2017,440000.0,4,2.5,2300.0,10880.0,1.0,No,None,Good,7,1190.0,1110,57,0,98028.0,47.7341,-122.242,1960.0,10400
3188100065,14 May 2017,405000.0,2,1.0,910.0,6490.0,1.0,No,None,Fair,7,910.0,0,76,0,98115.0,47.6892,-122.306,1040.0,6490
8570900038,14 August 2017,340000.0,3,2.0,1140.0,11620.0,1.0,No,None,Fair,7,1140.0,0,24,0,98045.0,47.4991,-121.78299999999999,1140.0,8400
4379400490,14 July 2017,675000.0,4,2.5,2390.0,5249.0,2.0,No,None,Fair,9,2390.0,0,12,0,98074.0,47.6194,-122.02600000000001,2600.0,5342
952003575,14 May 2017,480000.0,3,1.0,1150.0,4945.0,1.0,No,Twice,Fair,7,1150.0,0,75,0,98126.0,47.5663,-122.37899999999999,1390.0,4945
162500015,14 October 2017,362500.0,5,2.0,2330.0,8586.0,1.0,No,None,Good,7,1270.0,1060,57,0,98133.0,47.7671,-122.334,1550.0,8287
7732410360,14 August 2017,752888.0,3,2.5,2420.0,9000.0,2.0,No,None,Good,9,2420.0,0,31,0,98007.0,47.6599,-122.146,2630.0,9000
3031200120,14 November 2017,255000.0,4,1.75,960.0,8863.0,1.0,No,None,Excellent,6,580.0,380,69,0,98118.0,47.5372,-122.289,1720.0,8249
2131700900,14 August 2017,283700.0,1,1.75,1010.0,10900.0,1.0,No,None,Good,6,1010.0,0,50,0,98019.0,47.7391,-121.98200000000001,1410.0,8359
2122059198,14 August 2017,335000.0,4,2.5,2370.0,6000.0,2.0,No,None,Fair,8,2370.0,0,17,0,98030.0,47.3732,-122.179,2190.0,6070
7340600735,14 June 2017,285000.0,3,1.75,2880.0,18296.0,1.0,No,None,Fair,8,1580.0,1300,60,0,98168.0,47.4881,-122.281,1380.0,9592
2923049393,14 August 2017,278000.0,4,2.25,2400.0,7738.0,1.5,No,None,Fair,8,2400.0,0,54,0,98148.0,47.4562,-122.33,2170.0,8452
7922710450,15 March 2016,731000.0,5,2.5,3670.0,8960.0,1.5,No,None,Fair,8,3670.0,0,45,0,98052.0,47.6654,-122.14200000000001,2340.0,9425
192450180,15 March 2016,335000.0,3,1.5,1140.0,15890.0,1.0,No,None,Fair,7,840.0,300,33,0,98045.0,47.4752,-121.757,1200.0,15247
782700120,15 March 2016,334200.0,3,1.75,1410.0,45302.0,1.0,No,None,Fair,7,1410.0,0,38,0,98019.0,47.7077,-121.914,2240.0,49222
2887703155,15 February 2016,642000.0,6,1.0,1530.0,4305.0,1.5,No,None,Good,7,1530.0,0,97,0,98115.0,47.6862,-122.31,1530.0,3800
5700000245,14 June 2017,540000.0,4,1.75,1720.0,4240.0,1.5,No,None,Good,7,1460.0,260,93,0,98144.0,47.57899999999999,-122.294,1930.0,4280
2420069003,15 March 2016,299000.0,3,2.5,1620.0,79993.0,1.0,No,Twice,Good,6,1620.0,0,58,0,98022.0,47.2138,-121.98200000000001,1620.0,15680
9274202165,15 January 2016,560000.0,3,1.75,1570.0,4375.0,1.0,No,None,Fair,7,970.0,600,78,0,98116.0,47.5889,-122.389,1790.0,5750
9287802410,14 August 2017,852000.0,5,2.75,1990.0,3750.0,1.5,No,None,Good,7,1990.0,0,105,0,98107.0,47.6733,-122.35799999999999,1820.0,5000
2324039077,15 April 2016,306000.0,2,1.0,930.0,5650.0,1.0,No,Twice,Fair,7,930.0,0,77,0,98126.0,47.5478,-122.37700000000001,1340.0,6400
9329300040,14 September 2017,440000.0,3,1.75,1550.0,7820.0,1.0,No,None,Good,7,1210.0,340,37,0,98034.0,47.717,-122.163,1550.0,6900
259700180,15 April 2016,517000.0,4,1.0,1650.0,8250.0,1.0,No,None,Fair,7,1650.0,0,52,0,98008.0,47.6366,-122.118,2240.0,9776
5100400315,14 May 2017,379000.0,2,1.0,800.0,6380.0,1.0,No,Twice,Fair,7,800.0,0,78,0,98115.0,47.691,-122.309,920.0,5940
3424069076,14 October 2017,360000.0,2,1.0,930.0,6098.0,1.0,No,None,Good,6,930.0,0,99,0,98027.0,47.5289,-122.03,1730.0,9000
9138100261,14 October 2017,645000.0,4,1.5,2550.0,4000.0,1.5,No,None,Good,7,1760.0,790,92,0,98115.0,47.6811,-122.318,1840.0,4000
7227500740,14 November 2017,217000.0,2,1.0,720.0,4760.0,1.0,No,None,Excellent,5,720.0,0,76,0,98056.0,47.496,-122.186,840.0,4760
8150100265,14 November 2017,255000.0,2,1.0,620.0,4760.0,1.0,No,None,Fair,6,620.0,0,77,0,98126.0,47.5292,-122.376,620.0,4760
1150000040,14 July 2017,625000.0,3,2.5,2360.0,12164.0,2.0,No,None,Fair,10,2360.0,0,31,0,98029.0,47.5596,-122.022,2400.0,11260
9238900616,14 June 2017,680000.0,3,1.75,1760.0,8400.0,1.0,No,None,Good,8,1460.0,300,58,0,98136.0,47.5355,-122.39,1980.0,8400
9289900065,14 September 2017,440000.0,3,1.75,2100.0,29735.0,1.0,No,None,Good,7,1080.0,1020,61,0,98155.0,47.7622,-122.302,2100.0,11250
7504020610,14 June 2017,615000.0,5,2.25,2480.0,12070.0,2.0,No,None,Fair,9,2480.0,0,40,0,98074.0,47.631,-122.052,2570.0,12000
7454001210,14 June 2017,239000.0,3,1.0,1040.0,6860.0,2.0,No,None,Fair,6,1040.0,0,76,0,98146.0,47.5121,-122.375,1030.0,6512
2122039137,15 April 2016,462500.0,3,2.5,1656.0,108900.0,1.0,No,None,Good,7,1656.0,0,33,0,98070.0,47.3758,-122.425,2030.0,29859
6884800180,14 June 2017,619400.0,4,2.0,2090.0,3610.0,1.5,No,None,Excellent,7,1790.0,300,91,0,98115.0,47.6881,-122.31299999999999,1660.0,3767
7110000068,14 July 2017,975000.0,6,2.75,2520.0,54160.0,2.0,Yes,Four,Fair,7,2520.0,0,64,0,98146.0,47.4969,-122.376,2790.0,26809
7625701935,14 October 2017,330000.0,2,1.0,700.0,4000.0,1.0,No,None,Fair,6,700.0,0,75,0,98136.0,47.5487,-122.391,1060.0,6000
4054500180,14 July 2017,985000.0,4,3.25,4030.0,36762.0,2.0,No,None,Fair,10,4030.0,0,30,0,98077.0,47.7235,-122.039,4090.0,40371
2917200475,15 March 2016,430000.0,2,1.0,760.0,7114.0,1.0,No,None,Fair,6,760.0,0,72,0,98103.0,47.7005,-122.352,780.0,7102
3262300555,14 July 2017,1129575.0,4,5.25,6500.0,14986.0,2.0,No,None,Fair,10,5180.0,1320,17,0,98039.0,47.6304,-122.236,2270.0,8119
1245003740,14 July 2017,778000.0,3,2.0,1840.0,6000.0,2.0,No,None,Excellent,7,1720.0,120,72,0,98033.0,47.6828,-122.20700000000001,1390.0,6000
1796381120,14 July 2017,219000.0,3,2.0,1090.0,7350.0,1.0,No,None,Good,7,1090.0,0,28,0,98042.0,47.3687,-122.085,1490.0,7741
3761100180,14 September 2017,1129575.0,4,2.5,2980.0,13341.0,1.5,Yes,Four,Excellent,8,1800.0,1180,90,0,98034.0,47.70399999999999,-122.245,2340.0,19810
6666800180,15 January 2016,715000.0,4,2.25,1900.0,8272.0,1.0,No,None,Good,9,1460.0,440,52,0,98040.0,47.5803,-122.227,2040.0,8479
8651200040,14 August 2017,950000.0,4,2.5,2790.0,15653.0,2.0,No,None,Good,10,2790.0,0,54,0,98040.0,47.5477,-122.215,3520.0,15653
5100402310,14 December 2017,425000.0,2,1.0,1280.0,5026.0,1.0,No,Twice,Good,8,1020.0,260,67,0,98115.0,47.6938,-122.31200000000001,1540.0,6380
421049170,14 July 2017,239000.0,3,1.0,1510.0,15022.0,1.0,No,None,Fair,7,1510.0,0,56,0,98003.0,47.3304,-122.304,1510.0,12970
726059047,14 December 2017,310000.0,1,1.0,920.0,8282.0,1.5,No,None,Fair,6,920.0,0,74,1980,98011.0,47.761,-122.214,2260.0,14025
5100403636,15 February 2016,400000.0,2,1.0,700.0,8120.0,1.0,No,None,Fair,7,700.0,0,91,0,98115.0,47.6962,-122.321,1130.0,5599
1535204365,14 November 2017,428000.0,2,1.75,1980.0,44550.0,2.0,No,Once,Excellent,7,1280.0,700,41,0,98070.0,47.4193,-122.444,1680.0,25343
4240400155,14 August 2017,600000.0,3,1.0,1440.0,4300.0,1.5,No,None,Fair,8,1440.0,0,89,0,98117.0,47.6847,-122.37200000000001,1640.0,4500
5468750040,15 January 2016,415000.0,4,4.0,2740.0,8250.0,2.0,No,None,Good,9,2740.0,0,28,0,98042.0,47.3735,-122.156,2290.0,8250
9158100040,14 August 2017,401000.0,2,1.0,1400.0,8220.0,1.0,No,None,Fair,7,1400.0,0,69,0,98133.0,47.7228,-122.35700000000001,1760.0,8220
7460000040,14 December 2017,292000.0,3,1.75,2270.0,7156.0,1.0,No,None,Fair,7,1370.0,900,70,0,98168.0,47.4864,-122.316,1210.0,7156
2927600155,14 July 2017,291750.0,3,2.25,1310.0,12825.0,1.0,No,None,Fair,7,1310.0,0,68,2013,98166.0,47.4515,-122.368,1600.0,11250
8731950910,15 February 2016,227000.0,3,1.75,1680.0,7455.0,1.0,No,None,Good,8,1680.0,0,50,0,98023.0,47.3112,-122.37799999999999,2040.0,8214
1726600110,14 July 2017,675000.0,3,2.25,2260.0,13209.0,1.0,No,None,Fair,9,2260.0,0,41,0,98005.0,47.6385,-122.167,2820.0,12534
3320000212,14 October 2017,397500.0,3,2.25,1350.0,980.0,2.0,No,None,Fair,8,1050.0,300,11,0,98144.0,47.5998,-122.31200000000001,1350.0,1245
1670400068,14 June 2017,206000.0,2,1.5,1820.0,8867.0,2.0,No,None,Fair,7,1820.0,0,97,0,98168.0,47.4764,-122.26899999999999,1430.0,9288
